,Jargon_Terms,Jargon_Type,is_Jargon
1055,communibus locis,Latin,True
1056,communis opinio,Latin,True
1057,compos mentis,Latin,True
1058,concilio et labore,Latin,True
1059,concordia cum veritate,Latin,True
1060,concordia salus,Latin,True
1061,concordia parvae res crescunt,Latin,True
1062,condemnant quod non intellegunt,Latin,True
1063,They condemn because they do not understand,Latin,True
1064,condicio sine qua non,Latin,True
1065,conditur in petra,Latin,True
1068,Congregatio Sanctissimi Redemptoris C.Ss.R,Latin,True
1069,coniunctis viribus,Latin,True
1070,consensu,Latin,True
1071,consuetudo pro lege servatur,Latin,True
1072,consummatum est,Latin,True
1073,contemptus mundi/saeculi,Latin,True
1074,contra bonos mores,Latin,True
1075,contra legem,Latin,True
1076,contra proferentem,Latin,True
1077,contra spem spero,Latin,True
1079,contradictio in terminis,Latin,True
1080,contra principia negantem non est disputandum,Latin,True
1081,contraria contrariis curantur,Latin,True
1082,cor ad cor loquitur,Latin,True
1083,cor aut mors,Latin,True
1084,cor meum tibi offero domine prompte et sincere,Latin,True
1085,cor unum,Latin,True
1086,coram Deo,Latin,True
1087,"coram nobis, coram vobis",Latin,True
1088,coram populo,Latin,True
1089,coram publico,Latin,True
1090,Corpus Christi,Latin,True
1091,corpus delicti,Latin,True
1092,Corpus Iuris Canonici,Latin,True
1093,Corpus Iuris Civilis,Latin,True
1094,corpus vile,Latin,True
1095,corrigenda,Latin,True
1096,corruptio optimi pessima,Latin,True
1097,corruptissima re publica plurimae leges,Latin,True
1098,corvus oculum corvi non eruit,Latin,True
1099,corruptus in extremis,Latin,True
1100,"cras amet qui nunquam amavit; quique amavit, cras amet",Latin,True
1101,Cras es Noster,Latin,True
1102,creatio ex nihilo,Latin,True
1103,Credo in Unum Deum,Latin,True
1104,credo quia absurdum est,Latin,True
1105,crescamus in Illo per omnia,Latin,True
1106,crescat scientia vita excolatur,Latin,True
1107,crescente luce,Latin,True
1108,crescit cum commercio civitas,Latin,True
1109,crescit eundo,Latin,True
1110,cruci dum spiro fido,Latin,True
1111,cucullus non facit monachum,Latin,True
1112,cui bono,Latin,True
1113,cui prodest,Latin,True
1114,cuique suum,Latin,True
1115,cuius est solum eius est usque ad coelum et ad inferos,Latin,True
1116,"cuius regio, eius religio",Latin,True
1117,"cuiusvis hominis est errare, nullius nisi insipientis in errore perseverare.",Latin,True
1118,culpa,Latin,True
1119,cum gladiis et fustibus,Latin,True
1120,cum gladio et sale,Latin,True
1121,cum grano salis,Latin,True
1122,cum hoc ergo propter hoc,Latin,True
1123,cum laude,Latin,True
1124,cum mortuis in lingua mortua,Latin,True
1125,cum privilegio ad imprimendum solum,Latin,True
1126,cuncti adsint meritaeque expectent praemia palmae,Latin,True
1127,cupio dissolvi,Latin,True
1128,cur Deus Homo,Latin,True
1129,cura personalis,Latin,True
1130,cura te ipsum,Latin,True
1131,curriculum vitae,Latin,True
1132,"custodi civitatem, Domine",Latin,True
1133,custos morum,Latin,True
1134,cygnis insignis,Latin,True
1135,cygnus inter anates,Latin,True
1136,D[edit],Latin,True
1137,Latin,Latin,True
1138,da Deus fortunae,Latin,True
1139,"da mihi factum, dabo tibi ius",Latin,True
1140,damnant quod non intellegunt,Latin,True
1141,"Modesto tamen et circumspecto iudicio de tantis viris pronuntiandum est, ne, quod plerisque accidit, damnent quae non intellegunt.",Latin,True
1143,damnatio ad bestias,Latin,True
1144,damnatio memoriae,Latin,True
1145,damnum absque injuria,Latin,True
1146,dat deus incrementum or,Latin,True
1147,deus dat incrementum,Latin,True
1148,data venia,Latin,True
1149,datum perficiemus munus,Latin,True
1150,de bene esse,Latin,True
1151,de bonis asportatis,Latin,True
1152,decessit sine prole,Latin,True
1153,decessit sine prole legitima,Latin,True
1154,decessit sine prole mascula superstite,Latin,True
1155,decessit sine prole superstite,Latin,True
1156,decessit vita matris,Latin,True
1157,decessit vita patris,Latin,True
1158,decus et tutamen,Latin,True
1159,de dato,Latin,True
1160,de facto,Latin,True
1161,de praescientia Dei,Latin,True
1162,defendit numerus,Latin,True
1163,de fideli,Latin,True
1164,de fideli administratione,Latin,True
1165,defunctus vivente patre,Latin,True
1166,de futuro,Latin,True
1167,de gustibus non est disputandum,Latin,True
1168,Dei Gratia Regina,Latin,True
1169,de integro,Latin,True
1170,de jure,Latin,True
1171,de lege ferenda,Latin,True
1172,de lege lata,Latin,True
1173,de minimis non curat lex,Latin,True
1174,de minimis non curat praetor,Latin,True
1175,de mortuis aut bene aut nihil,Latin,True
1176,de mortuis nil nisi bonum,Latin,True
1177,de nobis fabula narratur,Latin,True
1178,de novo,Latin,True
1179,de omni re scibili et quibusdam aliis,Latin,True
1180,de omnibus dubitandum,Latin,True
1181,de oppresso liber,Latin,True
1182,de profundis,Latin,True
1183,de re,Latin,True
1184,Dei sub numine viget,Latin,True
1185,delectatio morosa,Latin,True
1186,delegata potestas non potest delegari,Latin,True
1187,delirant isti Romani,Latin,True
1188,Deo ac veritati,Latin,True
1189,Deo confidimus,Latin,True
1190,Deo domuique,Latin,True
1191,Deo et patriae,Latin,True
1192,Deo gratias,Latin,True
1193,Deo juvante,Latin,True
1194,Deo non fortuna,Latin,True
1196,Deo patriae litteris,Latin,True
1197,Deo volente,Latin,True
1198,descensus in cuniculi cavum,Latin,True
1199,desiderantes meliorem patriam,Latin,True
1200,Deus Caritas Est,Latin,True
1201,deus ex machina,Latin,True
1202,Deus lux mea est,Latin,True
1203,Deus meumque jus,Latin,True
1204,Deus nobis haec otia fecit,Latin,True
1205,Deus otiosus,Latin,True
1206,Deus spes nostra,Latin,True
1207,Deus vult,Latin,True
1209,dicto simpliciter,Latin,True
1210,dictum factum,Latin,True
1211,dictum meum pactum,Latin,True
1212,diem perdidi,Latin,True
1213,Dies irae,Latin,True
1214,dies non juridicum,Latin,True
1215,dirigo,Latin,True
1216,dis aliter visum,Latin,True
1218,disce aut discede,Latin,True
1219,disce quasi semper victurus vive quasi cras moriturus,Latin,True
1220,discendo discimus,Latin,True
1221,discere faciendo,Latin,True
1222,disiecta membra,Latin,True
1223,ditat Deus,Latin,True
1224,divide et impera,Latin,True
1225,dixi,Latin,True
1226,"[""..."", ...] dixit",Latin,True
1227,do ut des,Latin,True
1228,docendo discitur,Latin,True
1229,"docendo disco, scribendo cogito",Latin,True
1230,dolus specialis,Latin,True
1231,Domine dirige nos,Latin,True
1232,Domine salvam fac reginam,Latin,True
1233,Domine salvum fac regem,Latin,True
1234,Dominica in albis [depositis],Latin,True
1235,Dominus illuminatio mea,Latin,True
1236,Dominus fortitudo nostra,Latin,True
1237,Dominus pastor,Latin,True
1238,Dominus vobiscum,Latin,True
1239,dona nobis pacem,Latin,True
1240,donatio mortis causa,Latin,True
1241,draco dormiens nunquam titillandus,Latin,True
1242,dramatis personae,Latin,True
1243,duae tabulae rasae in quibus nihil scriptum est,Latin,True
1244,ducimus,Latin,True
1245,ducit amor patriae,Latin,True
1246,"ducunt volentem fata, nolentem trahunt",Latin,True
1247,ductus exemplo,Latin,True
1248,dulce bellum inexpertis,Latin,True
1249,dulce est desipere in loco,Latin,True
1250,dulce et decorum est pro patria mori,Latin,True
1251,dulce et utile,Latin,True
1252,dulce periculum,Latin,True
1253,dulcius ex asperis,Latin,True
1254,dum cresco spero,Latin,True
1255,dum Roma deliberat Saguntum perit,Latin,True
1256,dum spiro spero,Latin,True
1257,"dum vita est, spes est",Latin,True
1258,dum vivimus servimus,Latin,True
1259,"dum vivimus, vivamus",Latin,True
1260,dura lex sed lex,Latin,True
1261,dura mater,Latin,True
1262,durante bene placito,Latin,True
1263,durante munere,Latin,True
1264,dux bellorum,Latin,True
1265,initium sapientiae timor Domini,Latin,True
1266,E[edit],Latin,True
1267,Latin,Latin,True
1268,e causa ignota,Latin,True
1269,e pluribus unum,Latin,True
1270,ecce ancilla domini,Latin,True
1271,Ecce homo,Latin,True
1272,ecce panis angelorum,Latin,True
1273,editio princeps,Latin,True
1274,ejusdem generis,Latin,True
1275,ego te absolvo,Latin,True
1276,ego te provoco,Latin,True
1277,eheu fugaces labuntur anni,Latin,True
1278,eluceat omnibus lux,Latin,True
1279,emeritus,Latin,True
1280,ens causa sui,Latin,True
1281,ense petit placidam sub libertate quietem,Latin,True
1282,entia non sunt multiplicanda praeter necessitatem,Latin,True
1283,entitas ipsa involvit aptitudinem ad extorquendum certum assensum,Latin,True
1284,eo ipso,Latin,True
1285,eo nomine,Latin,True
1286,equo ne credite,Latin,True
1287,erga omnes,Latin,True
1288,ergo,Latin,True
1289,errare humanum est,Latin,True
1290,erratum,Latin,True
1291,errantis voluntas nulla est,Latin,True
1292,eruditio et religio,Latin,True
1293,esse est percipi,Latin,True
1294,esse quam videri,Latin,True
1295,est modus in rebus,Latin,True
1296,esto perpetua,Latin,True
1297,esto quod es,Latin,True
1298,et adhuc sub iudice lis est,Latin,True
1302,et facta est lux,Latin,True
1303,et hoc genus omne,Latin,True
1304,et in Arcadia ego,Latin,True
1305,et lux in tenebris lucet,Latin,True
1306,et nunc reges intelligite erudimini qui judicatis terram,Latin,True
1308,et cum spiritu tuo,Latin,True
1309,et suppositio nil ponit in esse,Latin,True
1310,"et tu, Brute?",Latin,True
1312,et vir,Latin,True
1313,"Etiam si omnes, ego non",Latin,True
1314,etsi deus non daretur,Latin,True
1315,ex abundanti cautela,Latin,True
1316,ex abundantia enim cordis os loquitur,Latin,True
1317,ex aequo,Latin,True
1318,ex Africa semper aliquid novi,Latin,True
1319,Ex amicitia pax,Latin,True
1320,ex animo,Latin,True
1321,ex ante,Latin,True
1322,ex astris scientia,Latin,True
1323,ex cathedra,Latin,True
1324,ex cultu robur,Latin,True
1325,ex Deo,Latin,True
1326,ex dolo malo,Latin,True
1327,ex facie,Latin,True
1328,ex fide fiducia,Latin,True
1329,ex fide fortis,Latin,True
1330,ex glande quercus,Latin,True
1331,ex gratia,Latin,True
1332,ex hypothesi,Latin,True
1334,ex juvantibus,Latin,True
1335,ex lege,Latin,True
1336,ex libris,Latin,True
1337,ex luna scientia,Latin,True
1338,ex malo bonum,Latin,True
1339,ex mea sententia,Latin,True
1340,ex mero motu,Latin,True
1341,ex nihilo nihil fit,Latin,True
1342,ex novo,Latin,True
1343,Ex Oblivione,Latin,True
1344,ex officio,Latin,True
1345,ex opere operantis,Latin,True
1346,ex opere operato,Latin,True
1347,ex oriente lux,Latin,True
1348,ex parte,Latin,True
1349,ex pede Herculem,Latin,True
1350,ex post,Latin,True
1351,ex post facto,Latin,True
1352,ex professo,Latin,True
1353,ex rel. or ex relatio,Latin,True
1354,ex scientia tridens,Latin,True
1355,ex scientia vera,Latin,True
1356,ex silentio,Latin,True
1357,ex situ,Latin,True
1359,ex tempore,Latin,True
1360,Ex turpi causa non oritur actio,Latin,True
1361,ex umbra in solem,Latin,True
1362,ex undis,Latin,True
1363,Ex Unitate Vires,Latin,True
1364,ex vi termini,Latin,True
1365,"ex vita discedo, tanquam ex hospitio, non tanquam ex domo",Latin,True
1366,ex vivo,Latin,True
1367,ex voto,Latin,True
1368,ex vulgus scientia,Latin,True
1369,excelsior,Latin,True
1371,excusatio non petita accusatio manifesta,Latin,True
1372,exeat,Latin,True
1373,exegi monumentum aere perennius,Latin,True
1375,exercitus sine duce corpus est sine spiritu,Latin,True
1376,exeunt,Latin,True
1377,experientia docet,Latin,True
1378,experimentum crucis,Latin,True
1379,experto crede,Latin,True
1380,expressio unius est exclusio alterius,Latin,True
1381,extra domum,Latin,True
1382,extra Ecclesiam nulla salus,Latin,True
1383,extra omnes,Latin,True
1384,extra territorium jus dicenti impune non paretur,Latin,True
1385,F[edit],Latin,True
1386,Latin,Latin,True
1387,faber est suae quisque fortunae,Latin,True
1388,fac et spera,Latin,True
1389,fac fortia et patere,Latin,True
1390,fac simile,Latin,True
1391,faciam eos in gentem unum,Latin,True
1392,faciam quodlibet quod necesse est,Latin,True
1393,faciam ut mei memineris,Latin,True
1394,facile princeps,Latin,True
1395,facilius est multa facere quam diu,Latin,True
1396,facio liberos ex liberis libris libraque,Latin,True
1397,"facta, non verba",Latin,True
1398,factum fieri infectum non potest,Latin,True
1399,"falsus in uno, falsus in omnibus",Latin,True
1400,familia supra omnia,Latin,True
1401,fas est et ab hoste doceri,Latin,True
1402,"feci quod potui, faciant meliora potentes",Latin,True
1403,NN fecit,Latin,True
1404,fecisti patriam diversis de gentibus unam,Latin,True
1405,"felicior Augusto, melior Traiano",Latin,True
1406,"Felicitas, Integritas Et Sapientia",Latin,True
1407,felix culpa,Latin,True
1408,felix qui potuit rerum cognoscere causas,Latin,True
1409,felo de se,Latin,True
1410,fere libenter homines id quod volunt credunt,Latin,True
1411,festina lente,Latin,True
1412,"festinare nocet, nocet et cunctatio saepe; tempore quaeque suo qui facit, ille sapit.",Latin,True
1413,fiat iustitia et pereat mundus,Latin,True
1414,fiat justitia ruat caelum,Latin,True
1415,fiat lux,Latin,True
1416,fiat panis,Latin,True
1417,fiat voluntas Dei,Latin,True
1418,fiat voluntas tua,Latin,True
1419,ficta voluptatis causa sint proxima veris,Latin,True
1421,fidem scit,Latin,True
1422,fides qua creditur,Latin,True
1423,fides quae creditur,Latin,True
1424,fides quaerens intellectum,Latin,True
1425,fidus Achates,Latin,True
1426,filiae nostrae sicut anguli incisi similitudine templi,Latin,True
